# Dan Wang, David LeBauer, and Michael Dietze 2013. Predicting yields of short-rotation hybrid poplar (Populus spp.) for the United States through model–data synthesis. Ecological Applications 23:944–958. http://dx.doi.org/10.1890/12-0854.1
-81.25,33.75,7.56
-80.75,33.75,11.7
-80.25,33.75,8.91
-79.75,33.75,8.87
-79.25,33.75,11.5
-78.75,33.75,11.4
-78.25,33.75,11.5
-120.25,34.25,3.38
-119.75,34.25,3.43
-119.25,34.25,2.18
-118.75,34.25,2.08
-118.25,34.25,2.02
-117.75,34.25,1.85
-117.25,34.25,1.82
-116.75,34.25,2.38
-116.25,34.25,2.67
-115.75,34.25,3.18
-115.25,34.25,3.47
-114.75,34.25,3.14
-114.25,34.25,2.04
-113.75,34.25,0.556
-113.25,34.25,1.74
-112.75,34.25,2.09
-112.25,34.25,3.06
-111.75,34.25,4.6
-111.25,34.25,4.53
-110.75,34.25,3.32
-110.25,34.25,3.59
-109.75,34.25,3.43
-109.25,34.25,3.33
-108.75,34.25,2.88
-108.25,34.25,2.58
-107.75,34.25,3.44
-107.25,34.25,5.1
-106.75,34.25,5.63
-106.25,34.25,3.92
-105.75,34.25,3.77
-105.25,34.25,3.08
-104.75,34.25,1.48
-104.25,34.25,5.45
-103.75,34.25,4.73
-103.25,34.25,4.54
-102.75,34.25,4.89
-102.25,34.25,1.83
-101.75,34.25,2.03
-101.25,34.25,2.15
-100.75,34.25,6.94
-100.25,34.25,2.22
-99.75,34.25,4.14
-99.25,34.25,5.71
-98.75,34.25,5.98
-98.25,34.25,6.38
-97.75,34.25,7.15
-97.25,34.25,7.41
-96.75,34.25,5.16
-96.25,34.25,7.35
-95.75,34.25,5.25
-95.25,34.25,4.96
-94.75,34.25,4.43
-94.25,34.25,6.56
-93.75,34.25,3.68
-93.25,34.25,5.39
-92.75,34.25,3.86
-92.25,34.25,10.3
-91.75,34.25,10.3
-91.25,34.25,3.84
-90.75,34.25,8.48
-90.25,34.25,9.72
-89.75,34.25,11
-89.25,34.25,11.5
-88.75,34.25,11.7
-88.25,34.25,11.6
-87.75,34.25,11.8
-87.25,34.25,8.89
-86.75,34.25,11.3
-86.25,34.25,11.3
-85.75,34.25,10.2
-85.25,34.25,9.24
-84.75,34.25,9.43
-84.25,34.25,10.3
-83.75,34.25,7.76
-83.25,34.25,9.58
-82.75,34.25,12.2
-82.25,34.25,11.9
-81.75,34.25,10.5
-81.25,34.25,10.5
-80.75,34.25,12
-80.25,34.25,9.98
-79.75,34.25,10.1
-79.25,34.25,10.8
-78.75,34.25,11.6
-78.25,34.25,9.66
-77.75,34.25,7.58
-120.75,34.75,5.46
-120.25,34.75,3.81
-119.75,34.75,2.7
-119.25,34.75,2.45
-118.75,34.75,2.38
-118.25,34.75,2.6
-117.75,34.75,2.46
-117.25,34.75,2.24
-116.75,34.75,1.96
-116.25,34.75,2.47
-115.75,34.75,3.14
-115.25,34.75,2.92
-114.75,34.75,2.58
-114.25,34.75,2.61
-113.75,34.75,2.23
-113.25,34.75,0.475
-112.75,34.75,2.01
-112.25,34.75,2.42
-111.75,34.75,4.34
-111.25,34.75,4.34
-110.75,34.75,3.04
-110.25,34.75,4.56
-109.75,34.75,3.39
-109.25,34.75,2.45
-108.75,34.75,3.24
-108.25,34.75,3.13
-107.75,34.75,3.68
-107.25,34.75,4.41
-106.75,34.75,5.03
-106.25,34.75,4.68
-105.75,34.75,4.37
-105.25,34.75,3.06
-104.75,34.75,1.26
-104.25,34.75,1.37
-103.75,34.75,2.98
-103.25,34.75,3.06
-102.75,34.75,1.82
-102.25,34.75,1.65
-101.75,34.75,1.65
-101.25,34.75,2.59
-100.75,34.75,2.58
-100.25,34.75,2.69
-99.75,34.75,4.55
-99.25,34.75,5.63
-98.75,34.75,7.28
-98.25,34.75,7.98
-97.75,34.75,9.29
-97.25,34.75,9.43
-96.75,34.75,9.36
-96.25,34.75,8.91
-95.75,34.75,6.22
-95.25,34.75,7.63
-94.75,34.75,8.23
-94.25,34.75,7.62
-93.75,34.75,7.54
-93.25,34.75,6.63
-92.75,34.75,8.51
-92.25,34.75,6.97
-91.75,34.75,6.69
-91.25,34.75,7.91
-90.75,34.75,7.61
-90.25,34.75,6.16
-89.75,34.75,9.12
-89.25,34.75,11.3
-88.75,34.75,8.71
-88.25,34.75,10.9
-87.75,34.75,11.4
-87.25,34.75,11.3
-86.75,34.75,10.9
-86.25,34.75,10.6
-85.75,34.75,9.92
-85.25,34.75,10.7
-84.75,34.75,7.7
-84.25,34.75,9.49
-83.75,34.75,7.02
-83.25,34.75,9.51
-82.75,34.75,11.6
-82.25,34.75,9.57
-81.75,34.75,10
-81.25,34.75,9.15
-80.75,34.75,5.71
-80.25,34.75,7.23
-79.75,34.75,8.26
-79.25,34.75,11.6
-78.75,34.75,11.2
-78.25,34.75,8.65
-77.75,34.75,8.58
-77.25,34.75,10.3
-76.75,34.75,10.7
-120.75,35.25,10.3
-120.25,35.25,3.92
-119.75,35.25,3.25
-119.25,35.25,2.16
-118.75,35.25,2.34
-118.25,35.25,2.3
-117.75,35.25,1.76
-117.25,35.25,2.93
-116.75,35.25,2.97
-116.25,35.25,2.84
-115.75,35.25,2.94
-115.25,35.25,2.77
-114.75,35.25,2.77
-114.25,35.25,2.76
-113.75,35.25,2.02
-113.25,35.25,1.95
-112.75,35.25,1.84
-112.25,35.25,1.81
-111.75,35.25,1.17
-111.25,35.25,3.32
-110.75,35.25,4.64
-110.25,35.25,4.47
-109.75,35.25,4.21
-109.25,35.25,1.84
-108.75,35.25,3.26
-108.25,35.25,3.8
-107.75,35.25,3.94
-107.25,35.25,4.77
-106.75,35.25,4.64
-106.25,35.25,4.04
-105.75,35.25,4.55
-105.25,35.25,2.83
-104.75,35.25,2.88
-104.25,35.25,0.578
-103.75,35.25,0.926
-103.25,35.25,4.36
-102.75,35.25,2.14
-102.25,35.25,2.34
-101.75,35.25,2.25
-101.25,35.25,2.2
-100.75,35.25,2.21
-100.25,35.25,2.3
-99.75,35.25,2.51
-99.25,35.25,5.43
-98.75,35.25,6.8
-98.25,35.25,7.89
-97.75,35.25,8.75
-97.25,35.25,9.21
-96.75,35.25,9.07
-96.25,35.25,9.49
-95.75,35.25,8.84
-95.25,35.25,8.65
-94.75,35.25,8.28
-94.25,35.25,8.47
-93.75,35.25,8.09
-93.25,35.25,7.68
-92.75,35.25,7.37
-92.25,35.25,7.33
-91.75,35.25,7.34
-91.25,35.25,7.56
-90.75,35.25,7.62
-90.25,35.25,6.55
-89.75,35.25,10.6
-89.25,35.25,11.3
-88.75,35.25,11.1
-88.25,35.25,11.3
-87.75,35.25,11.1
-87.25,35.25,11.2
-86.75,35.25,11.9
-86.25,35.25,11.8
-85.75,35.25,12
-85.25,35.25,11.1
-84.75,35.25,10.3
-84.25,35.25,9.18
-83.75,35.25,9.63
-83.25,35.25,9.76
-82.75,35.25,9.12
-82.25,35.25,9.5
-81.75,35.25,9.51
-81.25,35.25,8.64
-80.75,35.25,9.26
-80.25,35.25,9.2
-79.75,35.25,11.4
-79.25,35.25,11.8
-78.75,35.25,11.3
-78.25,35.25,7.98
-77.75,35.25,7.87
-77.25,35.25,9.37
-76.75,35.25,10.7
-76.25,35.25,11.1
-121.25,35.75,17.8
-120.75,35.75,12.4
-120.25,35.75,9.64
-119.75,35.75,3.46
-119.25,35.75,2.84
-118.75,35.75,2.16
-118.25,35.75,2.17
-117.75,35.75,1.97
-117.25,35.75,1.53
-116.75,35.75,1.37
-116.25,35.75,0.671
-115.75,35.75,0.901
-115.25,35.75,1.23
-114.75,35.75,0.1
-114.25,35.75,0.854
-113.75,35.75,1.28
-113.25,35.75,2.1
-112.75,35.75,2.69
-112.25,35.75,2.62
-111.75,35.75,1.47
-111.25,35.75,4.68
-110.75,35.75,2.2
-110.25,35.75,3.2
-109.75,35.75,2.98
-109.25,35.75,2.87
-108.75,35.75,2.11
-108.25,35.75,3.24
-107.75,35.75,3.77
-107.25,35.75,5.18
-106.75,35.75,5.58
-106.25,35.75,4.1
-105.75,35.75,4.43
-105.25,35.75,4.2
-104.75,35.75,3.06
-104.25,35.75,2.82
-103.75,35.75,1.17
-103.25,35.75,2.94
-102.75,35.75,3.01
-102.25,35.75,1.64
-101.75,35.75,1.78
-101.25,35.75,2.72
-100.75,35.75,2.76
-100.25,35.75,2.94
-99.75,35.75,3.12
-99.25,35.75,3.96
-98.75,35.75,6.77
-98.25,35.75,6.59
-97.75,35.75,6.82
-97.25,35.75,7.59
-96.75,35.75,9.31
-96.25,35.75,11.7
-95.75,35.75,11.3
-95.25,35.75,11.5
-94.75,35.75,11.8
-94.25,35.75,11.1
-93.75,35.75,10.8
-93.25,35.75,11.8
-92.75,35.75,11.4
-92.25,35.75,11.4
-91.75,35.75,10.2
-91.25,35.75,9.49
-90.75,35.75,9.03
-90.25,35.75,9.68
-89.75,35.75,9.98
-89.25,35.75,12
-88.75,35.75,11.6
-88.25,35.75,11.7
-87.75,35.75,10.8
-87.25,35.75,10.8
-86.75,35.75,12.2
-86.25,35.75,11.8
-85.75,35.75,11.8
-85.25,35.75,11.2
-84.75,35.75,10.4
-84.25,35.75,9.86
-83.75,35.75,9.67
-83.25,35.75,9.6
-82.75,35.75,9.29
-82.25,35.75,7.84
-81.75,35.75,8.69
-81.25,35.75,8.13
-80.75,35.75,8.36
-80.25,35.75,9.4
-79.75,35.75,11.1
-79.25,35.75,11.5
-78.75,35.75,9.94
-78.25,35.75,10.1
-77.75,35.75,9.91
-77.25,35.75,12.4
-76.75,35.75,10.4
-76.25,35.75,13.1
-75.75,35.75,11.2
-121.75,36.25,11.7
-121.25,36.25,13.9
-120.75,36.25,17.5
-120.25,36.25,10.2
-119.75,36.25,4.54
-119.25,36.25,3.19
-118.75,36.25,1.83
-118.25,36.25,0.525
-117.75,36.25,1.28
-117.25,36.25,2.97
-116.75,36.25,2.93
-116.25,36.25,2.59
-115.75,36.25,0.901
-115.25,36.25,1.08
-114.75,36.25,2.71
-114.25,36.25,2.7
-113.75,36.25,1.04
-113.25,36.25,2.35
-112.75,36.25,2.55
-112.25,36.25,1.9
-111.75,36.25,3.41
-111.25,36.25,2.86
-110.75,36.25,1.61
-110.25,36.25,1.05
-109.75,36.25,3.97
-109.25,36.25,2.26
-108.75,36.25,3.67
-108.25,36.25,2.2
-107.75,36.25,2.21
-107.25,36.25,4.61
-106.75,36.25,4.54
-106.25,36.25,3.78
-105.75,36.25,3.87
-105.25,36.25,4.26
-104.75,36.25,3.57
-104.25,36.25,0.741
-103.75,36.25,4.35
-103.25,36.25,4.63
-102.75,36.25,4.6
-102.25,36.25,4.75
-101.75,36.25,2.43
-101.25,36.25,2.45
-100.75,36.25,2.64
-100.25,36.25,2.64
-99.75,36.25,3.32
-99.25,36.25,4.48
-98.75,36.25,3.66
-98.25,36.25,7.07
-97.75,36.25,7.34
-97.25,36.25,8.34
-96.75,36.25,8.92
-96.25,36.25,11.1
-95.75,36.25,10.9
-95.25,36.25,10.9
-94.75,36.25,11.1
-94.25,36.25,10.9
-93.75,36.25,9.1
-93.25,36.25,9.19
-92.75,36.25,8.75
-92.25,36.25,9.14
-91.75,36.25,8.74
-91.25,36.25,8.51
-90.75,36.25,9.68
-90.25,36.25,10.6
-89.75,36.25,13.3
-89.25,36.25,13.6
-88.75,36.25,13.4
-88.25,36.25,13.4
-87.75,36.25,13
-87.25,36.25,13.7
-86.75,36.25,13.6
-86.25,36.25,15
-85.75,36.25,13.4
-85.25,36.25,13.2
-84.75,36.25,12.1
-84.25,36.25,11.8
-83.75,36.25,12.4
-83.25,36.25,11.7
-82.75,36.25,12.3
-82.25,36.25,12.5
-81.75,36.25,11.6
-81.25,36.25,11.6
-80.75,36.25,12.8
-80.25,36.25,12.4
-79.75,36.25,12.5
-79.25,36.25,11.4
-78.75,36.25,8.59
-78.25,36.25,9.17
-77.75,36.25,10.1
-77.25,36.25,10.7
-76.75,36.25,12.1
-76.25,36.25,12
-75.75,36.25,11.6
-121.75,36.75,9.98
-121.25,36.75,11.9
-120.75,36.75,15.7
-120.25,36.75,10.6
-119.75,36.75,9.3
-119.25,36.75,3.81
-118.75,36.75,0.0985
-118.25,36.75,0.408
-117.75,36.75,1.47
-117.25,36.75,1.44
-116.75,36.75,0.152
-116.25,36.75,1.19
-115.75,36.75,1.38
-115.25,36.75,2.53
-114.75,36.75,1.94
-114.25,36.75,1.18
-113.75,36.75,1.47
-113.25,36.75,1.63
-112.75,36.75,0.152
-112.25,36.75,3.44
-111.75,36.75,3.53
-111.25,36.75,1.23
-110.75,36.75,3.89
-110.25,36.75,2.67
-109.75,36.75,2.11
-109.25,36.75,2.49
-108.75,36.75,2.99
-108.25,36.75,3.93
-107.75,36.75,5.7
-107.25,36.75,5.57
-106.75,36.75,4.15
-106.25,36.75,3.81
-105.75,36.75,4.09
-105.25,36.75,3.04
-104.75,36.75,0.437
-104.25,36.75,1.11
-103.75,36.75,0.494
-103.25,36.75,1.19
-102.75,36.75,1.43
-102.25,36.75,1.7
-101.75,36.75,2.06
-101.25,36.75,2.5
-100.75,36.75,2.67
-100.25,36.75,2.77
-99.75,36.75,3.89
-99.25,36.75,5.41
-98.75,36.75,8.54
-98.25,36.75,7.62
-97.75,36.75,8.22
-97.25,36.75,9.04
-96.75,36.75,11.3
-96.25,36.75,10.1
-95.75,36.75,10.7
-95.25,36.75,10.8
-94.75,36.75,11.4
-94.25,36.75,12.6
-93.75,36.75,12.4
-93.25,36.75,12.3
-92.75,36.75,12
-92.25,36.75,11.9
-91.75,36.75,11.5
-91.25,36.75,10.9
-90.75,36.75,11.9
-90.25,36.75,13
-89.75,36.75,13.3
-89.25,36.75,13.4
-88.75,36.75,13.9
-88.25,36.75,14
-87.75,36.75,13.8
-87.25,36.75,14.5
-86.75,36.75,14.5
-86.25,36.75,14.1
-85.75,36.75,13.4
-85.25,36.75,12.5
-84.75,36.75,11.9
-84.25,36.75,12
-83.75,36.75,11.2
-83.25,36.75,11.6
-82.75,36.75,11.6
-82.25,36.75,12
-81.75,36.75,12
-81.25,36.75,11.7
-80.75,36.75,12.1
-80.25,36.75,12.1
-79.75,36.75,11.1
-79.25,36.75,10.7
-78.75,36.75,7.29
-78.25,36.75,10
-77.75,36.75,11.3
-77.25,36.75,11.9
-76.75,36.75,14
-76.25,36.75,15.5
-122.25,37.25,13.7
-121.75,37.25,10.4
-121.25,37.25,6.98
-120.75,37.25,8.5
-120.25,37.25,14.6
-119.75,37.25,10.6
-119.25,37.25,6.5
-118.75,37.25,2.61
-118.25,37.25,0.121
-117.75,37.25,1.33
-117.25,37.25,1.62
-116.75,37.25,1.02
-116.25,37.25,0.892
-115.75,37.25,1.12
-115.25,37.25,2.52
-114.75,37.25,2.67
-114.25,37.25,2
-113.75,37.25,1.44
-113.25,37.25,3.25
-112.75,37.25,3.51
-112.25,37.25,3.6
-111.75,37.25,0.142
-111.25,37.25,3.52
-110.75,37.25,1.62
-110.25,37.25,3.15
-109.75,37.25,3.99
-109.25,37.25,2.09
-108.75,37.25,4.34
-108.25,37.25,5.84
-107.75,37.25,7.47
-107.25,37.25,5.01
-106.75,37.25,3.75
-106.25,37.25,3.79
-105.75,37.25,3.63
-105.25,37.25,3.02
-104.75,37.25,2.06
-104.25,37.25,1.43
-103.75,37.25,1.5
-103.25,37.25,1.61
-102.75,37.25,1.61
-102.25,37.25,1.99
-101.75,37.25,2.38
-101.25,37.25,5.23
-100.75,37.25,5.01
-100.25,37.25,2.58
-99.75,37.25,4.27
-99.25,37.25,10.3
-98.75,37.25,9.7
-98.25,37.25,7.58
-97.75,37.25,8.46
-97.25,37.25,9.67
-96.75,37.25,10.3
-96.25,37.25,10.3
-95.75,37.25,9.74
-95.25,37.25,10.2
-94.75,37.25,11.7
-94.25,37.25,11.3
-93.75,37.25,10.9
-93.25,37.25,11.5
-92.75,37.25,11.5
-92.25,37.25,11.1
-91.75,37.25,11
-91.25,37.25,11.3
-90.75,37.25,10.3
-90.25,37.25,11.4
-89.75,37.25,14.5
-89.25,37.25,14.8
-88.75,37.25,14.9
-88.25,37.25,14.9
-87.75,37.25,13.8
-87.25,37.25,15.3
-86.75,37.25,15.7
-86.25,37.25,15.4
-85.75,37.25,15.3
-85.25,37.25,14.8
-84.75,37.25,13.6
-84.25,37.25,13.9
-83.75,37.25,13.7
-83.25,37.25,13.8
-82.75,37.25,13.5
-82.25,37.25,13.8
-81.75,37.25,13.4
-81.25,37.25,11.7
-80.75,37.25,11.9
-80.25,37.25,11
-79.75,37.25,11.3
-79.25,37.25,11.9
-78.75,37.25,12.3
-78.25,37.25,11.7
-77.75,37.25,11.8
-77.25,37.25,13.9
-76.75,37.25,14.8
-76.25,37.25,15
-75.75,37.25,15.2
-122.75,37.75,13.8
-122.25,37.75,12.5
-121.75,37.75,11.5
-121.25,37.75,5.73
-120.75,37.75,4.66
-120.25,37.75,7.09
-119.75,37.75,13.4
-119.25,37.75,11
-118.75,37.75,6.93
-118.25,37.75,0.135
-117.75,37.75,2.23
-117.25,37.75,2.05
-116.75,37.75,2.04
-116.25,37.75,1.85
-115.75,37.75,1.72
-115.25,37.75,2.63
-114.75,37.75,2.73
-114.25,37.75,4.4
-113.75,37.75,4.31
-113.25,37.75,3.05
-112.75,37.75,2.31
-112.25,37.75,1.62
-111.75,37.75,1.87
-111.25,37.75,4.34
-110.75,37.75,4.15
-110.25,37.75,2.3
-109.75,37.75,2.98
-109.25,37.75,2.21
-108.75,37.75,1.87
-108.25,37.75,3.81
-107.75,37.75,4.22
-107.25,37.75,4.27
-106.75,37.75,6.53
-106.25,37.75,4.27
-105.75,37.75,2.5
-105.25,37.75,2.9
-104.75,37.75,5.27
-104.25,37.75,2.68
-103.75,37.75,0.452
-103.25,37.75,0.571
-102.75,37.75,0.734
-102.25,37.75,1.71
-101.75,37.75,1.93
-101.25,37.75,2.8
-100.75,37.75,6.71
-100.25,37.75,2.89
-99.75,37.75,5.13
-99.25,37.75,5.69
-98.75,37.75,6.8
-98.25,37.75,8.67
-97.75,37.75,9.95
-97.25,37.75,9.54
-96.75,37.75,12.3
-96.25,37.75,12.4
-95.75,37.75,12.1
-95.25,37.75,14.7
-94.75,37.75,14.3
-94.25,37.75,14.5
-93.75,37.75,14.6
-93.25,37.75,14.6
-92.75,37.75,13.6
-92.25,37.75,14.3
-91.75,37.75,13.8
-91.25,37.75,14
-90.75,37.75,13.9
-90.25,37.75,14.3
-89.75,37.75,14.7
-89.25,37.75,14.4
-88.75,37.75,14.6
-88.25,37.75,14.9
-87.75,37.75,14.6
-87.25,37.75,15
-86.75,37.75,15.1
-86.25,37.75,14.6
-85.75,37.75,15.3
-85.25,37.75,15.3
-84.75,37.75,14.3
-84.25,37.75,14.3
-83.75,37.75,14.6
-83.25,37.75,13.9
-82.75,37.75,12.9
-82.25,37.75,12.6
-81.75,37.75,11.9
-81.25,37.75,10.3
-80.75,37.75,10.7
-80.25,37.75,10.1
-79.75,37.75,11.6
-79.25,37.75,11.6
-78.75,37.75,12.2
-78.25,37.75,14.7
-77.75,37.75,15.2
-77.25,37.75,15.4
-76.75,37.75,15.8
-76.25,37.75,15.8
-75.75,37.75,15.2
-123.25,38.25,14.2
-122.75,38.25,13.6
-122.25,38.25,13.6
-121.75,38.25,13
-121.25,38.25,7.68
-120.75,38.25,4.31
-120.25,38.25,3.55
-119.75,38.25,4.85
-119.25,38.25,12.2
-118.75,38.25,0.134
-118.25,38.25,0.129
-117.75,38.25,4.07
-117.25,38.25,3.13
-116.75,38.25,4.59
-116.25,38.25,2.49
-115.75,38.25,2.42
-115.25,38.25,2.54
-114.75,38.25,2.52
-114.25,38.25,2.76
-113.75,38.25,2.91
-113.25,38.25,2.75
-112.75,38.25,2.35
-112.25,38.25,2.14
-111.75,38.25,2.07
-111.25,38.25,1.5
-110.75,38.25,1.74
-110.25,38.25,4.08
-109.75,38.25,1.72
-109.25,38.25,4.57
-108.75,38.25,2.03
-108.25,38.25,2.06
-107.75,38.25,2.23
-107.25,38.25,2.29
-106.75,38.25,3.85
-106.25,38.25,3.64
-105.75,38.25,2.81
-105.25,38.25,6.03
-104.75,38.25,5.62
-104.25,38.25,2.61
-103.75,38.25,1.96
-103.25,38.25,2.26
-102.75,38.25,2.26
-102.25,38.25,2.3
-101.75,38.25,2.38
-101.25,38.25,2.4
-100.75,38.25,2.57
-100.25,38.25,2.72
-99.75,38.25,3.07
-99.25,38.25,3.31
-98.75,38.25,2.96
-98.25,38.25,3.21
-97.75,38.25,3.35
-97.25,38.25,9.42
-96.75,38.25,12.3
-96.25,38.25,13.2
-95.75,38.25,14.2
-95.25,38.25,14.2
-94.75,38.25,14
-94.25,38.25,14.6
-93.75,38.25,13.9
-93.25,38.25,13
-92.75,38.25,13
-92.25,38.25,14.3
-91.75,38.25,13.1
-91.25,38.25,13.4
-90.75,38.25,14
-90.25,38.25,13.5
-89.75,38.25,15.8
-89.25,38.25,15.6
-88.75,38.25,15.8
-88.25,38.25,15.9
-87.75,38.25,16
-87.25,38.25,16
-86.75,38.25,16
-86.25,38.25,16.3
-85.75,38.25,16.5
-85.25,38.25,15.8
-84.75,38.25,15.8
-84.25,38.25,15.9
-83.75,38.25,15.7
-83.25,38.25,14.1
-82.75,38.25,13.4
-82.25,38.25,12.4
-81.75,38.25,11.8
-81.25,38.25,11.8
-80.75,38.25,11.4
-80.25,38.25,13
-79.75,38.25,13.9
-79.25,38.25,14.5
-78.75,38.25,15
-78.25,38.25,14.9
-77.75,38.25,14.8
-77.25,38.25,14.9
-76.75,38.25,15.3
-76.25,38.25,15.2
-75.75,38.25,15.3
-75.25,38.25,15.4
-123.75,38.75,13.8
-123.25,38.75,8.87
-122.75,38.75,9.89
-122.25,38.75,9.03
-121.75,38.75,8.28
-121.25,38.75,8.31
-120.75,38.75,5.77
-120.25,38.75,3.47
-119.75,38.75,3.02
-119.25,38.75,5.05
-118.75,38.75,0.139
-118.25,38.75,2.18
-117.75,38.75,4.46
-117.25,38.75,4.65
-116.75,38.75,5.74
-116.25,38.75,6.47
-115.75,38.75,2.78
-115.25,38.75,3.07
-114.75,38.75,3.07
-114.25,38.75,3.2
-113.75,38.75,3.83
-113.25,38.75,3.02
-112.75,38.75,2.94
-112.25,38.75,2.64
-111.75,38.75,1.62
-111.25,38.75,1.51
-110.75,38.75,4.15
-110.25,38.75,4.22
-109.75,38.75,1.59
-109.25,38.75,2.27
-108.75,38.75,1.54
-108.25,38.75,2.05
-107.75,38.75,1.65
-107.25,38.75,1.8
-106.75,38.75,3.58
-106.25,38.75,1.88
-105.75,38.75,3.54
-105.25,38.75,3.12
-104.75,38.75,1.96
-104.25,38.75,2.1
-103.75,38.75,2.07
-103.25,38.75,1.65
-102.75,38.75,4.28
-102.25,38.75,1.49
-101.75,38.75,1.53
-101.25,38.75,2.24
-100.75,38.75,7.66
-100.25,38.75,2.58
-99.75,38.75,2.9
-99.25,38.75,2.87
-98.75,38.75,2.91
-98.25,38.75,3.48
-97.75,38.75,3.89
-97.25,38.75,11.1
-96.75,38.75,13.5
-96.25,38.75,14.2
-95.75,38.75,14.8
-95.25,38.75,15
-94.75,38.75,15.4
-94.25,38.75,15.6
-93.75,38.75,15.4
-93.25,38.75,14.5
-92.75,38.75,15.1
-92.25,38.75,15.4
-91.75,38.75,15.3
-91.25,38.75,15.1
-90.75,38.75,15
-90.25,38.75,15.2
-89.75,38.75,15.2
-89.25,38.75,15.4
-88.75,38.75,15.6
-88.25,38.75,15.6
-87.75,38.75,15.6
-87.25,38.75,15.4
-86.75,38.75,15.5
-86.25,38.75,15.5
-85.75,38.75,15.7
-85.25,38.75,16.1
-84.75,38.75,15.8
-84.25,38.75,16
-83.75,38.75,15.4
-83.25,38.75,15.2
-82.75,38.75,14
-82.25,38.75,12
-81.75,38.75,12.1
-81.25,38.75,11.8
-80.75,38.75,14.4
-80.25,38.75,14.7
-79.75,38.75,14.6
-79.25,38.75,14.5
-78.75,38.75,14.4
-78.25,38.75,15.3
-77.75,38.75,15.4
-77.25,38.75,15.1
-76.75,38.75,15.2
-76.25,38.75,15.7
-75.75,38.75,15.5
-75.25,38.75,15.8
-123.75,39.25,9.27
-123.25,39.25,9.26
-122.75,39.25,11.6
-122.25,39.25,8.41
-121.75,39.25,8.42
-121.25,39.25,8.48
-120.75,39.25,5.49
-120.25,39.25,4.34
-119.75,39.25,2.99
-119.25,39.25,3.65
-118.75,39.25,8.73
-118.25,39.25,4.31
-117.75,39.25,5.53
