# Dan Wang, David LeBauer, and Michael Dietze 2013. Predicting yields of short-rotation hybrid poplar (Populus spp.) for the United States through model–data synthesis. Ecological Applications 23:944–958. http://dx.doi.org/10.1890/12-0854.1
-117.25,39.25,4.77
-116.75,39.25,4.74
-116.25,39.25,4.24
-115.75,39.25,2.16
-115.25,39.25,1.89
-114.75,39.25,1.78
-114.25,39.25,1.96
-113.75,39.25,2.65
-113.25,39.25,2.79
-112.75,39.25,2.98
-112.25,39.25,2.17
-111.75,39.25,2.02
-111.25,39.25,3.22
-110.75,39.25,3.32
-110.25,39.25,1.6
-109.75,39.25,1.78
-109.25,39.25,1.86
-108.75,39.25,2.04
-108.25,39.25,1.93
-107.75,39.25,1.89
-107.25,39.25,1.73
-106.75,39.25,2.1
-106.25,39.25,1.97
-105.75,39.25,3.22
-105.25,39.25,3.26
-104.75,39.25,2.72
-104.25,39.25,2.43
-103.75,39.25,2.45
-103.25,39.25,2.54
-102.75,39.25,2.44
-102.25,39.25,2.37
-101.75,39.25,2.44
-101.25,39.25,2.47
-100.75,39.25,2.15
-100.25,39.25,2.42
-99.75,39.25,2.92
-99.25,39.25,4.43
-98.75,39.25,6.54
-98.25,39.25,3.54
-97.75,39.25,3.58
-97.25,39.25,8.38
-96.75,39.25,13.5
-96.25,39.25,13.3
-95.75,39.25,13.8
-95.25,39.25,14.1
-94.75,39.25,14.9
-94.25,39.25,15.3
-93.75,39.25,15.4
-93.25,39.25,14.8
-92.75,39.25,14.9
-92.25,39.25,14.9
-91.75,39.25,14.5
-91.25,39.25,14.3
-90.75,39.25,14.2
-90.25,39.25,14.2
-89.75,39.25,15.6
-89.25,39.25,15.7
-88.75,39.25,15.7
-88.25,39.25,15.9
-87.75,39.25,16
-87.25,39.25,15.9
-86.75,39.25,16.1
-86.25,39.25,16
-85.75,39.25,16.2
-85.25,39.25,16.6
-84.75,39.25,16.5
-84.25,39.25,16.3
-83.75,39.25,16.4
-83.25,39.25,14.5
-82.75,39.25,13
-82.25,39.25,12.8
-81.75,39.25,15.8
-81.25,39.25,15.5
-80.75,39.25,15
-80.25,39.25,14.8
-79.75,39.25,14.7
-79.25,39.25,15
-78.75,39.25,14.7
-78.25,39.25,14.7
-77.75,39.25,15.2
-77.25,39.25,14.8
-76.75,39.25,14.7
-76.25,39.25,14.8
-75.75,39.25,14.9
-75.25,39.25,15.2
-74.75,39.25,15.1
-123.75,39.75,7.77
-123.25,39.75,8.57
-122.75,39.75,7.09
-122.25,39.75,8.59
-121.75,39.75,8.44
-121.25,39.75,5.02
-120.75,39.75,5.25
-120.25,39.75,5.06
-119.75,39.75,3.64
-119.25,39.75,3.37
-118.75,39.75,4.6
-118.25,39.75,6.93
-117.75,39.75,6.69
-117.25,39.75,6.81
-116.75,39.75,6.37
-116.25,39.75,3.17
-115.75,39.75,3.35
-115.25,39.75,1.84
-114.75,39.75,3.09
-114.25,39.75,2.46
-113.75,39.75,3.86
-113.25,39.75,3.44
-112.75,39.75,3.31
-112.25,39.75,2.96
-111.75,39.75,2.41
-111.25,39.75,2.36
-110.75,39.75,1.89
-110.25,39.75,2.03
-109.75,39.75,1.53
-109.25,39.75,1.79
-108.75,39.75,1.64
-108.25,39.75,2.42
-107.75,39.75,1.76
-107.25,39.75,0.559
-106.75,39.75,1.1
-106.25,39.75,0.531
-105.75,39.75,1.93
-105.25,39.75,2.12
-104.75,39.75,1.89
-104.25,39.75,2.07
-103.75,39.75,2.27
-103.25,39.75,2.37
-102.75,39.75,2.24
-102.25,39.75,2.4
-101.75,39.75,2.24
-101.25,39.75,2.39
-100.75,39.75,2.49
-100.25,39.75,2.63
-99.75,39.75,2.91
-99.25,39.75,4.68
-98.75,39.75,3.12
-98.25,39.75,4.47
-97.75,39.75,3.16
-97.25,39.75,12.8
-96.75,39.75,13.9
-96.25,39.75,14.4
-95.75,39.75,14.5
-95.25,39.75,14.9
-94.75,39.75,15.4
-94.25,39.75,15.5
-93.75,39.75,15.5
-93.25,39.75,15.5
-92.75,39.75,15.7
-92.25,39.75,15.8
-91.75,39.75,15.4
-91.25,39.75,15.1
-90.75,39.75,15.2
-90.25,39.75,15.2
-89.75,39.75,14.9
-89.25,39.75,15.6
-88.75,39.75,15.6
-88.25,39.75,15.6
-87.75,39.75,15.6
-87.25,39.75,15.6
-86.75,39.75,15.4
-86.25,39.75,15.5
-85.75,39.75,15.9
-85.25,39.75,15.8
-84.75,39.75,15.6
-84.25,39.75,15.5
-83.75,39.75,15.9
-83.25,39.75,14.2
-82.75,39.75,14.6
-82.25,39.75,15.9
-81.75,39.75,15.3
-81.25,39.75,14.6
-80.75,39.75,14.4
-80.25,39.75,14.8
-79.75,39.75,14.5
-79.25,39.75,14.4
-78.75,39.75,14.4
-78.25,39.75,15.4
-77.75,39.75,15.4
-77.25,39.75,15.2
-76.75,39.75,15.1
-76.25,39.75,15
-75.75,39.75,15.1
-75.25,39.75,15.1
-74.75,39.75,15.3
-74.25,39.75,15.3
-123.75,40.25,8.15
-123.25,40.25,7.58
-122.75,40.25,7.44
-122.25,40.25,8.34
-121.75,40.25,8.14
-121.25,40.25,6.27
-120.75,40.25,6.36
-120.25,40.25,9.87
-119.75,40.25,7.1
-119.25,40.25,10.5
-118.75,40.25,10.3
-118.25,40.25,6.31
-117.75,40.25,5.54
-117.25,40.25,5.38
-116.75,40.25,5.44
-116.25,40.25,4.48
-115.75,40.25,2.23
-115.25,40.25,2.18
-114.75,40.25,2.41
-114.25,40.25,2.36
-113.75,40.25,3.88
-113.25,40.25,6.67
-112.75,40.25,2.62
-112.25,40.25,3.66
-111.75,40.25,4.59
-111.25,40.25,2.09
-110.75,40.25,2.21
-110.25,40.25,2.07
-109.75,40.25,1.6
-109.25,40.25,1.79
-108.75,40.25,1.66
-108.25,40.25,1.92
-107.75,40.25,0.961
-107.25,40.25,1.84
-106.75,40.25,2.03
-106.25,40.25,5.53
-105.75,40.25,2.42
-105.25,40.25,2.31
-104.75,40.25,2.4
-104.25,40.25,5.24
-103.75,40.25,5.48
-103.25,40.25,5.42
-102.75,40.25,2.56
-102.25,40.25,6.65
-101.75,40.25,2.44
-101.25,40.25,2.45
-100.75,40.25,2.78
-100.25,40.25,2.75
-99.75,40.25,2.66
-99.25,40.25,3.82
-98.75,40.25,3.02
-98.25,40.25,3.38
-97.75,40.25,11.1
-97.25,40.25,11.3
-96.75,40.25,13
-96.25,40.25,13.6
-95.75,40.25,14
-95.25,40.25,14.4
-94.75,40.25,14.5
-94.25,40.25,15
-93.75,40.25,15
-93.25,40.25,14.9
-92.75,40.25,14.8
-92.25,40.25,14.6
-91.75,40.25,14.5
-91.25,40.25,14.4
-90.75,40.25,14.3
-90.25,40.25,14.4
-89.75,40.25,15.8
-89.25,40.25,16.1
-88.75,40.25,16.2
-88.25,40.25,16
-87.75,40.25,16.1
-87.25,40.25,16.1
-86.75,40.25,16
-86.25,40.25,16.1
-85.75,40.25,16.1
-85.25,40.25,16.4
-84.75,40.25,16.2
-84.25,40.25,17.3
-83.75,40.25,17.5
-83.25,40.25,16.6
-82.75,40.25,15.7
-82.25,40.25,15.3
-81.75,40.25,15.1
-81.25,40.25,14.7
-80.75,40.25,14.8
-80.25,40.25,14.7
-79.75,40.25,14.7
-79.25,40.25,14.8
-78.75,40.25,14.8
-78.25,40.25,14.9
-77.75,40.25,14.9
-77.25,40.25,14.8
-76.75,40.25,14.9
-76.25,40.25,14.9
-75.75,40.25,14.8
-75.25,40.25,14.9
-74.75,40.25,14.7
-74.25,40.25,14.7
-123.75,40.75,6.77
-123.25,40.75,6.75
-122.75,40.75,5.77
-122.25,40.75,5.81
-121.75,40.75,6.46
-121.25,40.75,6.43
-120.75,40.75,6.57
-120.25,40.75,9.31
-119.75,40.75,9.3
-119.25,40.75,9.15
-118.75,40.75,13.2
-118.25,40.75,13.5
-117.75,40.75,10.7
-117.25,40.75,9.5
-116.75,40.75,5.28
-116.25,40.75,6.43
-115.75,40.75,2.72
-115.25,40.75,2.64
-114.75,40.75,2.89
-114.25,40.75,2.87
-113.75,40.75,5.72
-113.25,40.75,6.89
-112.75,40.75,6.28
-112.25,40.75,6.38
-111.75,40.75,3.21
-111.25,40.75,3.21
-110.75,40.75,2.67
-110.25,40.75,2.19
-109.75,40.75,2.25
-109.25,40.75,1.67
-108.75,40.75,1.77
-108.25,40.75,2.05
-107.75,40.75,2.15
-107.25,40.75,1.85
-106.75,40.75,2.01
-106.25,40.75,1.67
-105.75,40.75,1.7
-105.25,40.75,1.96
-104.75,40.75,1.95
-104.25,40.75,2.19
-103.75,40.75,4.42
-103.25,40.75,2.31
-102.75,40.75,2.67
-102.25,40.75,2.83
-101.75,40.75,2.57
-101.25,40.75,2.41
-100.75,40.75,7.54
-100.25,40.75,2.9
-99.75,40.75,3.47
-99.25,40.75,3.53
-98.75,40.75,6.69
-98.25,40.75,8.89
-97.75,40.75,10
-97.25,40.75,9.75
-96.75,40.75,12.6
-96.25,40.75,14.3
-95.75,40.75,14.3
-95.25,40.75,14.5
-94.75,40.75,15
-94.25,40.75,15.3
-93.75,40.75,15.4
-93.25,40.75,15.4
-92.75,40.75,15.2
-92.25,40.75,15.1
-91.75,40.75,14.8
-91.25,40.75,14.7
-90.75,40.75,14.7
-90.25,40.75,14.8
-89.75,40.75,15.2
-89.25,40.75,15.4
-88.75,40.75,15.4
-88.25,40.75,15.4
-87.75,40.75,15.3
-87.25,40.75,15.2
-86.75,40.75,15.2
-86.25,40.75,15.3
-85.75,40.75,15.5
-85.25,40.75,15.4
-84.75,40.75,15.3
-84.25,40.75,15.6
-83.75,40.75,15.5
-83.25,40.75,15
-82.75,40.75,14.5
-82.25,40.75,14.6
-81.75,40.75,14.5
-81.25,40.75,14.2
-80.75,40.75,14.2
-80.25,40.75,14.2
-79.75,40.75,14
-79.25,40.75,14.2
-78.75,40.75,14.4
-78.25,40.75,15.3
-77.75,40.75,15.2
-77.25,40.75,15.1
-76.75,40.75,15.2
-76.25,40.75,15.1
-75.75,40.75,15.2
-75.25,40.75,15.1
-74.75,40.75,14.9
-74.25,40.75,15.2
-73.75,40.75,15.2
-73.25,40.75,15.3
-72.75,40.75,15.3
-72.25,40.75,15.2
-123.75,41.25,7.17
-123.25,41.25,6.2
-122.75,41.25,6.76
-122.25,41.25,7.08
-121.75,41.25,7.08
-121.25,41.25,7.27
-120.75,41.25,9.62
-120.25,41.25,9.61
-119.75,41.25,9.28
-119.25,41.25,9.28
-118.75,41.25,9.58
-118.25,41.25,9.76
-117.75,41.25,12.4
-117.25,41.25,9.45
-116.75,41.25,7.29
-116.25,41.25,2.98
-115.75,41.25,2.61
-115.25,41.25,2.74
-114.75,41.25,2.44
-114.25,41.25,2.6
-113.75,41.25,3.99
-113.25,41.25,4.53
-112.75,41.25,4.77
-112.25,41.25,3.91
-111.75,41.25,3.4
-111.25,41.25,3.53
-110.75,41.25,2.92
-110.25,41.25,2.44
-109.75,41.25,2.6
-109.25,41.25,3.24
-108.75,41.25,2.24
-108.25,41.25,2.46
-107.75,41.25,2.37
-107.25,41.25,2.11
-106.75,41.25,2.19
-106.25,41.25,2.14
-105.75,41.25,2.26
-105.25,41.25,2.16
-104.75,41.25,1.98
-104.25,41.25,1.98
-103.75,41.25,2.23
-103.25,41.25,2.25
-102.75,41.25,2.92
-102.25,41.25,2.87
-101.75,41.25,2.63
-101.25,41.25,6.89
-100.75,41.25,7.42
-100.25,41.25,3.26
-99.75,41.25,4.23
-99.25,41.25,3.42
-98.75,41.25,5.48
-98.25,41.25,7.7
-97.75,41.25,8.23
-97.25,41.25,8.07
-96.75,41.25,10.1
-96.25,41.25,12.3
-95.75,41.25,12.9
-95.25,41.25,13.2
-94.75,41.25,13.5
-94.25,41.25,13.7
-93.75,41.25,14.1
-93.25,41.25,14.3
-92.75,41.25,14.3
-92.25,41.25,14.2
-91.75,41.25,14.1
-91.25,41.25,13.9
-90.75,41.25,13.9
-90.25,41.25,14.1
-89.75,41.25,15.5
-89.25,41.25,15.5
-88.75,41.25,15.5
-88.25,41.25,15.3
-87.75,41.25,15.5
-87.25,41.25,15.3
-86.75,41.25,15.3
-86.25,41.25,15.1
-85.75,41.25,15.2
-85.25,41.25,15.9
-84.75,41.25,15.6
-84.25,41.25,15.5
-83.75,41.25,15.1
-83.25,41.25,14.8
-82.75,41.25,14.4
-82.25,41.25,14.6
-81.75,41.25,14.6
-81.25,41.25,14.5
-80.75,41.25,14.5
-80.25,41.25,14.4
-79.75,41.25,14.5
-79.25,41.25,14.3
-78.75,41.25,14.8
-78.25,41.25,14.8
-77.75,41.25,14.6
-77.25,41.25,14.7
-76.75,41.25,14.7
-76.25,41.25,14.8
-75.75,41.25,14.8
-75.25,41.25,14.7
-74.75,41.25,14.8
-74.25,41.25,14.8
-73.75,41.25,14.8
-73.25,41.25,14.9
-72.75,41.25,14.9
-72.25,41.25,14.7
-71.75,41.25,14.8
-70.75,41.25,14.8
-123.75,41.75,6.4
-123.25,41.75,6.39
-122.75,41.75,6.19
-122.25,41.75,8.77
-121.75,41.75,9.17
-121.25,41.75,9.18
-120.75,41.75,9.22
-120.25,41.75,9.07
-119.75,41.75,9.27
-119.25,41.75,9.29
-118.75,41.75,9.65
-118.25,41.75,9.61
-117.75,41.75,8.09
-117.25,41.75,8.53
-116.75,41.75,8.83
-116.25,41.75,3.24
-115.75,41.75,2.44
-115.25,41.75,2.5
-114.75,41.75,2.37
-114.25,41.75,2.63
-113.75,41.75,2.61
-113.25,41.75,2.63
-112.75,41.75,2.51
-112.25,41.75,2.53
-111.75,41.75,2.49
-111.25,41.75,3.34
-110.75,41.75,2.74
-110.25,41.75,2.81
-109.75,41.75,2.77
-109.25,41.75,2.4
-108.75,41.75,2.71
-108.25,41.75,2.4
-107.75,41.75,2.4
-107.25,41.75,1.87
-106.75,41.75,1.89
-106.25,41.75,1.9
-105.75,41.75,1.67
-105.25,41.75,1.8
-104.75,41.75,1.94
-104.25,41.75,1.88
-103.75,41.75,2.07
-103.25,41.75,2.26
-102.75,41.75,2.95
-102.25,41.75,7.4
-101.75,41.75,7.45
-101.25,41.75,7.87
-100.75,41.75,8.28
-100.25,41.75,7.92
-99.75,41.75,7.35
-99.25,41.75,3.59
-98.75,41.75,8.4
-98.25,41.75,3.27
-97.75,41.75,5.71
-97.25,41.75,9.32
-96.75,41.75,9.93
-96.25,41.75,11.6
-95.75,41.75,12.1
-95.25,41.75,12.7
-94.75,41.75,13.4
-94.25,41.75,13.7
-93.75,41.75,14
-93.25,41.75,14.3
-92.75,41.75,14.3
-92.25,41.75,14.4
-91.75,41.75,14.3
-91.25,41.75,14.2
-90.75,41.75,14.2
-90.25,41.75,14.4
-89.75,41.75,14.8
-89.25,41.75,15
-88.75,41.75,14.9
-88.25,41.75,14.7
-87.75,41.75,14.6
-87.25,41.75,14.6
-86.75,41.75,14.8
-86.25,41.75,14.7
-85.75,41.75,15
-85.25,41.75,14.9
-84.75,41.75,15
-84.25,41.75,14.9
-83.75,41.75,14.5
-83.25,41.75,14
-82.75,41.75,14
-81.75,41.75,13.9
-81.25,41.75,13.9
-80.75,41.75,13.7
-80.25,41.75,14
-79.75,41.75,13.9
-79.25,41.75,13.8
-78.75,41.75,14
-78.25,41.75,15
-77.75,41.75,15
-77.25,41.75,15
-76.75,41.75,14.9
-76.25,41.75,15
-75.75,41.75,15
-75.25,41.75,15.1
-74.75,41.75,15.1
-74.25,41.75,15.1
-73.75,41.75,15.1
-73.25,41.75,15.1
-72.75,41.75,15.2
-72.25,41.75,15.1
-71.75,41.75,15.1
-71.25,41.75,15.2
-70.75,41.75,15.2
-70.25,41.75,15.1
-123.75,42.25,6.71
-123.25,42.25,7.33
-122.75,42.25,6.95
-122.25,42.25,9.53
-121.75,42.25,9.53
-121.25,42.25,9.55
-120.75,42.25,9.29
-120.25,42.25,9.15
-119.75,42.25,9.24
-119.25,42.25,9.22
-118.75,42.25,12.7
-118.25,42.25,9.51
-117.75,42.25,6.62
-117.25,42.25,6.86
-116.75,42.25,7.98
-116.25,42.25,2.9
-115.75,42.25,2.21
-115.25,42.25,2.24
-114.75,42.25,2.28
-114.25,42.25,2.3
-113.75,42.25,2.3
-113.25,42.25,2.4
-112.75,42.25,2.67
-112.25,42.25,2.76
-111.75,42.25,2.61
-111.25,42.25,2.7
-110.75,42.25,3.07
-110.25,42.25,3.17
-109.75,42.25,2.91
-109.25,42.25,2.89
-108.75,42.25,2.41
-108.25,42.25,2.04
-107.75,42.25,2.03
-107.25,42.25,2.18
-106.75,42.25,2.25
-106.25,42.25,2.04
-105.75,42.25,2.1
-105.25,42.25,2.32
-104.75,42.25,2.04
-104.25,42.25,2.37
-103.75,42.25,2.11
-103.25,42.25,2.61
-102.75,42.25,2.69
-102.25,42.25,5.88
-101.75,42.25,6.35
-101.25,42.25,7.82
-100.75,42.25,8.29
-100.25,42.25,7.51
-99.75,42.25,6.66
-99.25,42.25,8.3
-98.75,42.25,8.96
-98.25,42.25,3.14
-97.75,42.25,8.77
-97.25,42.25,9.57
-96.75,42.25,9.23
-96.25,42.25,11
-95.75,42.25,12.4
-95.25,42.25,12.5
-94.75,42.25,12.9
-94.25,42.25,13.1
-93.75,42.25,13.4
-93.25,42.25,13.6
-92.75,42.25,13.6
-92.25,42.25,13.7
-91.75,42.25,13.6
-91.25,42.25,13.7
-90.75,42.25,13.7
-90.25,42.25,13.7
-89.75,42.25,14.9
-89.25,42.25,15.1
-88.75,42.25,15.2
-88.25,42.25,14.9
-87.75,42.25,14.8
-86.25,42.25,14.9
-85.75,42.25,14.9
-85.25,42.25,14.9
-84.75,42.25,15
-84.25,42.25,14.8
-83.75,42.25,14.4
-83.25,42.25,14.3
-82.75,42.25,14.2
-82.25,42.25,14.1
-81.75,42.25,14
-80.25,42.25,13.8
-79.75,42.25,14
-79.25,42.25,14.1
-78.75,42.25,14.2
-78.25,42.25,14.4
-77.75,42.25,14.6
-77.25,42.25,14.6
-76.75,42.25,14.6
-76.25,42.25,14.5
-75.75,42.25,14.6
-75.25,42.25,14.7
-74.75,42.25,14.7
-74.25,42.25,14.7
-73.75,42.25,14.7
-73.25,42.25,14.7
-72.75,42.25,14.7
-72.25,42.25,14.6
-71.75,42.25,14.7
-71.25,42.25,14.7
-70.75,42.25,14.6
-123.75,42.75,6.61
-123.25,42.75,6.75
-122.75,42.75,6.89
-122.25,42.75,9.23
-121.75,42.75,11
-121.25,42.75,10.8
-120.75,42.75,9.14
-120.25,42.75,9.13
-119.75,42.75,9.35
-119.25,42.75,9.48
-118.75,42.75,5.83
-118.25,42.75,9.71
-117.75,42.75,9.73
-117.25,42.75,5.06
-116.75,42.75,4.29
-116.25,42.75,4.02
-115.75,42.75,4.11
-115.25,42.75,2.25
-114.75,42.75,2.31
-114.25,42.75,2.35
-113.75,42.75,2.39
-113.25,42.75,2.42
-112.75,42.75,2.77
-112.25,42.75,2.83
-111.75,42.75,2.72
-111.25,42.75,2.82
-110.75,42.75,2.73
-110.25,42.75,2.86
-109.75,42.75,2.78
-109.25,42.75,2.64
-108.75,42.75,2.29
-108.25,42.75,1.79
-107.75,42.75,1.93
-107.25,42.75,2
-106.75,42.75,2.11
-106.25,42.75,2.19
-105.75,42.75,1.83
-105.25,42.75,1.83
-104.75,42.75,2.04
-104.25,42.75,2.13
-103.75,42.75,2.13
-103.25,42.75,2.46
-102.75,42.75,2.46
-102.25,42.75,2.74
-101.75,42.75,7.09
-101.25,42.75,6.9
-100.75,42.75,7.04
-100.25,42.75,7.16
-99.75,42.75,6.78
-99.25,42.75,6.69
-98.75,42.75,3.45
-98.25,42.75,8.32
-97.75,42.75,9.31
-97.25,42.75,10.9
-96.75,42.75,11.1
-96.25,42.75,11.2
-95.75,42.75,12.8
-95.25,42.75,12.9
-94.75,42.75,13.3
-94.25,42.75,13.6
-93.75,42.75,13.6
-93.25,42.75,13.9
-92.75,42.75,14.2
-92.25,42.75,14
-91.75,42.75,14.1
-91.25,42.75,14.1
-90.75,42.75,14.2
-90.25,42.75,14.4
-89.75,42.75,14.5
-89.25,42.75,14.6
-88.75,42.75,14.7
-88.25,42.75,14.4
-87.75,42.75,14.3
-86.25,42.75,14.3
-85.75,42.75,14.3
-85.25,42.75,14.3
-84.75,42.75,14.4
-84.25,42.75,14.2
-83.75,42.75,13.8
-83.25,42.75,13.8
-82.75,42.75,13.6
-82.25,42.75,13.5
-81.75,42.75,13.4
-81.25,42.75,13.2
-80.75,42.75,13.4
-80.25,42.75,13.4
-79.75,42.75,13.4
-79.25,42.75,13.6
-78.75,42.75,13.6
-78.25,42.75,14.5
-77.75,42.75,14.6
-77.25,42.75,14.8
-76.75,42.75,14.8
-76.25,42.75,14.8
-75.75,42.75,14.8
-75.25,42.75,14.9
-74.75,42.75,14.9
-74.25,42.75,14.9
-73.75,42.75,14.9
-73.25,42.75,14.9
-72.75,42.75,15
-72.25,42.75,15
-71.75,42.75,15
-71.25,42.75,15
-70.75,42.75,15
-123.75,43.25,6.49
-123.25,43.25,7.11
-122.75,43.25,7.11
-122.25,43.25,9.41
-121.75,43.25,11.3
-121.25,43.25,11.1
-120.75,43.25,9.01
-120.25,43.25,8.99
-119.75,43.25,8.73
-119.25,43.25,6.31
-118.75,43.25,8.54
-118.25,43.25,4.86
-117.75,43.25,4.68
-117.25,43.25,4.32
-116.75,43.25,3.95
-116.25,43.25,2.91
-115.75,43.25,2.32
-115.25,43.25,2.35
-114.75,43.25,2.4
-114.25,43.25,2.33
-113.75,43.25,2.47
-113.25,43.25,2.43
-112.75,43.25,2.63
-112.25,43.25,2.79
-111.75,43.25,3.28
-111.25,43.25,3.29
-110.75,43.25,3
-110.25,43.25,2.85
-109.75,43.25,2.78
-109.25,43.25,2.45
-108.75,43.25,2.49
-108.25,43.25,2.29
-107.75,43.25,2.14
-107.25,43.25,2.52
-106.75,43.25,2.59
-106.25,43.25,1.93
-105.75,43.25,1.99
-105.25,43.25,1.99
-104.75,43.25,1.96
-104.25,43.25,2.12
-103.75,43.25,2.03
-103.25,43.25,2.37
-102.75,43.25,2.51
-102.25,43.25,2.64
-101.75,43.25,2.62
-101.25,43.25,2.83
-100.75,43.25,3.32
-100.25,43.25,3.49
-99.75,43.25,5.92
-99.25,43.25,7.89
-98.75,43.25,3.77
-98.25,43.25,8.02
-97.75,43.25,9.27
-97.25,43.25,10.4
-96.75,43.25,11
-96.25,43.25,11.5
-95.75,43.25,12.6
-95.25,43.25,12.9
-94.75,43.25,13.2
-94.25,43.25,13.5
-93.75,43.25,13.3
-93.25,43.25,13.5
-92.75,43.25,13.5
-92.25,43.25,13.4
-91.75,43.25,13.4
-91.25,43.25,13.5
-90.75,43.25,13.7
-90.25,43.25,13.7
-89.75,43.25,14.6
-89.25,43.25,14.6
-88.75,43.25,14.7
-88.25,43.25,14.5
-87.75,43.25,14.4
-86.25,43.25,14.5
-85.75,43.25,14.3
-85.25,43.25,14.3
-84.75,43.25,14.2
-84.25,43.25,14.1
-83.75,43.25,14
-83.25,43.25,14.1
-82.75,43.25,13.9
-82.25,43.25,13.7
-81.75,43.25,13.7
-81.25,43.25,13.6
-80.75,43.25,13.7
-80.25,43.25,13.8
-79.75,43.25,13.7
-79.25,43.25,13.8
-78.75,43.25,13.9
-78.25,43.25,14
-77.75,43.25,14
-77.25,43.25,14.3
-76.75,43.25,14.5
-76.25,43.25,14.4
-75.75,43.25,14.4
-75.25,43.25,14.5
-74.75,43.25,14.5
-74.25,43.25,14.5
-73.75,43.25,14.5
-73.25,43.25,14.5
-72.75,43.25,14.5
-72.25,43.25,14.5
-71.75,43.25,14.5
-71.25,43.25,14.6
-70.75,43.25,14.6
-70.25,43.25,14.5
-123.75,43.75,6.74
-123.25,43.75,6.74
-122.75,43.75,6.75
-122.25,43.75,9.24
-121.75,43.75,9.09
-121.25,43.75,9.84
-120.75,43.75,9.11
-120.25,43.75,9.16
-119.75,43.75,5.56
-119.25,43.75,5.09
-118.75,43.75,4.86
-118.25,43.75,4.85
-117.75,43.75,4.58
-117.25,43.75,4.3
-116.75,43.75,4.3
-116.25,43.75,4.47
-115.75,43.75,3.7
-115.25,43.75,2.36
-114.75,43.75,2.19
-114.25,43.75,2.32
-113.75,43.75,2.3
-113.25,43.75,4.27
-112.75,43.75,2.2
-112.25,43.75,2.43
-111.75,43.75,5
-111.25,43.75,2.99
-110.75,43.75,2.84
-110.25,43.75,2.86
-109.75,43.75,2.19
-109.25,43.75,2.22
-108.75,43.75,1.97
-108.25,43.75,2.12
