# Dan Wang, David LeBauer, and Michael Dietze 2013. Predicting yields of short-rotation hybrid poplar (Populus spp.) for the United States through model–data synthesis. Ecological Applications 23:944–958. http://dx.doi.org/10.1890/12-0854.1
-107.75,43.75,2.11
-107.25,43.75,1.99
-106.75,43.75,1.77
-106.25,43.75,1.85
-105.75,43.75,2
-105.25,43.75,1.95
-104.75,43.75,2.05
-104.25,43.75,1.83
-103.75,43.75,1.86
-103.25,43.75,1.95
-102.75,43.75,2.13
-102.25,43.75,2.71
-101.75,43.75,2.86
-101.25,43.75,3.11
-100.75,43.75,3.14
-100.25,43.75,3.18
-99.75,43.75,3.33
-99.25,43.75,3.29
-98.75,43.75,3.37
-98.25,43.75,3.6
-97.75,43.75,8.68
-97.25,43.75,10.5
-96.75,43.75,11.7
-96.25,43.75,12.1
-95.75,43.75,13.1
-95.25,43.75,13.4
-94.75,43.75,13.6
-94.25,43.75,13.7
-93.75,43.75,13.8
-93.25,43.75,14
-92.75,43.75,14
-92.25,43.75,13.8
-91.75,43.75,13.7
-91.25,43.75,13.9
-90.75,43.75,14.1
-90.25,43.75,14.1
-89.75,43.75,14.1
-89.25,43.75,14
-88.75,43.75,14.2
-88.25,43.75,14.2
-87.75,43.75,14.2
-86.25,43.75,14
-85.75,43.75,13.7
-85.25,43.75,13.6
-84.75,43.75,13.5
-84.25,43.75,13.8
-83.75,43.75,13.8
-83.25,43.75,13.6
-82.75,43.75,13.5
-81.75,43.75,13.3
-81.25,43.75,13.2
-80.75,43.75,13.2
-80.25,43.75,13.3
-79.75,43.75,13.2
-79.25,43.75,13.3
-78.75,43.75,13.4
-78.25,43.75,14.1
-77.25,43.75,14.4
-76.25,43.75,14.5
-75.75,43.75,14.6
-75.25,43.75,14.7
-74.75,43.75,14.7
-74.25,43.75,14.8
-73.75,43.75,14.7
-73.25,43.75,14.7
-72.75,43.75,14.8
-72.25,43.75,14.8
-71.75,43.75,14.8
-71.25,43.75,14.8
-70.75,43.75,14.8
-70.25,43.75,14.8
-69.75,43.75,14.8
-123.75,44.25,9.2
-123.25,44.25,6.83
-122.75,44.25,6.82
-122.25,44.25,9.24
-121.75,44.25,8.97
-121.25,44.25,8.81
-120.75,44.25,8.76
-120.25,44.25,7.36
-119.75,44.25,4.71
-119.25,44.25,4.54
-118.75,44.25,4.64
-118.25,44.25,4.25
-117.75,44.25,4.26
-117.25,44.25,4.28
-116.75,44.25,4.55
-116.25,44.25,4.54
-115.75,44.25,3.95
-115.25,44.25,2.72
-114.75,44.25,1.81
-114.25,44.25,1.79
-113.75,44.25,2.43
-113.25,44.25,4.45
-112.75,44.25,2.32
-112.25,44.25,2.48
-111.75,44.25,2.5
-111.25,44.25,2.68
-110.75,44.25,3.05
-110.25,44.25,2.84
-109.75,44.25,2.74
-109.25,44.25,2.71
-108.75,44.25,2.53
-108.25,44.25,2.28
-107.75,44.25,2.22
-107.25,44.25,2.08
-106.75,44.25,2.46
-106.25,44.25,1.96
-105.75,44.25,1.78
-105.25,44.25,1.73
-104.75,44.25,2.02
-104.25,44.25,2.66
-103.75,44.25,2.71
-103.25,44.25,2.58
-102.75,44.25,2.62
-102.25,44.25,2.86
-101.75,44.25,2.84
-101.25,44.25,3.08
-100.75,44.25,3.12
-100.25,44.25,3.14
-99.75,44.25,3.06
-99.25,44.25,3.12
-98.75,44.25,3.26
-98.25,44.25,3.78
-97.75,44.25,8.61
-97.25,44.25,10.2
-96.75,44.25,10.9
-96.25,44.25,12.1
-95.75,44.25,12.6
-95.25,44.25,13
-94.75,44.25,13.2
-94.25,44.25,13.3
-93.75,44.25,13.4
-93.25,44.25,13.4
-92.75,44.25,13.6
-92.25,44.25,13.5
-91.75,44.25,13.1
-91.25,44.25,13.2
-90.75,44.25,13.2
-90.25,44.25,13.3
-89.75,44.25,14.4
-89.25,44.25,14.3
-88.75,44.25,14.2
-88.25,44.25,14.2
-87.75,44.25,14.4
-86.25,44.25,14.3
-85.75,44.25,14
-85.25,44.25,13.9
-84.75,44.25,14
-84.25,44.25,14
-83.75,44.25,14
-83.25,44.25,13.8
-81.75,44.25,13.4
-81.25,44.25,13.3
-80.75,44.25,13.3
-80.25,44.25,13.5
-79.75,44.25,13.5
-79.25,44.25,13.8
-78.75,44.25,13.6
-78.25,44.25,13.8
-77.75,44.25,13.8
-77.25,44.25,13.9
-76.75,44.25,14.1
-76.25,44.25,14.1
-75.75,44.25,14.3
-75.25,44.25,14.2
-74.75,44.25,14.3
-74.25,44.25,14.3
-73.75,44.25,14.4
-73.25,44.25,14.3
-72.75,44.25,14.3
-72.25,44.25,14.3
-71.75,44.25,14.3
-71.25,44.25,14.3
-70.75,44.25,14.3
-70.25,44.25,14.3
-69.75,44.25,14.3
-69.25,44.25,14.3
-68.75,44.25,14.2
-68.25,44.25,14.2
-123.75,44.75,9.12
-123.25,44.75,6.69
-122.75,44.75,9.11
-122.25,44.75,8.99
-121.75,44.75,8.31
-121.25,44.75,11.3
-120.75,44.75,7.03
-120.25,44.75,4.89
-119.75,44.75,4.83
-119.25,44.75,4.82
-118.75,44.75,4.46
-118.25,44.75,4.47
-117.75,44.75,4.55
-117.25,44.75,4.53
-116.75,44.75,4.5
-116.25,44.75,4.33
-115.75,44.75,4.1
-115.25,44.75,3.21
-114.75,44.75,1.87
-114.25,44.75,1.85
-113.75,44.75,4
-113.25,44.75,2.19
-112.75,44.75,2.21
-112.25,44.75,2.35
-111.75,44.75,2.52
-111.25,44.75,2.52
-110.75,44.75,2.78
-110.25,44.75,3.13
-109.75,44.75,3.09
-109.25,44.75,3.11
-108.75,44.75,2.57
-108.25,44.75,2.24
-107.75,44.75,2.02
-107.25,44.75,2.05
-106.75,44.75,2.06
-106.25,44.75,1.95
-105.75,44.75,1.93
-105.25,44.75,1.72
-104.75,44.75,1.91
-104.25,44.75,2.58
-103.75,44.75,2.63
-103.25,44.75,2.58
-102.75,44.75,2.55
-102.25,44.75,2.49
-101.75,44.75,2.8
-101.25,44.75,2.99
-100.75,44.75,3.1
-100.25,44.75,3.23
-99.75,44.75,3.32
-99.25,44.75,3.45
-98.75,44.75,4.22
-98.25,44.75,6.27
-97.75,44.75,5.9
-97.25,44.75,7.96
-96.75,44.75,9.74
-96.25,44.75,11.4
-95.75,44.75,13.1
-95.25,44.75,13.4
-94.75,44.75,13.6
-94.25,44.75,13.7
-93.75,44.75,13.6
-93.25,44.75,13.6
-92.75,44.75,13.9
-92.25,44.75,13.9
-91.75,44.75,13.7
-91.25,44.75,13.6
-90.75,44.75,13.4
-90.25,44.75,13.3
-89.75,44.75,13.5
-89.25,44.75,13.7
-88.75,44.75,13.7
-88.25,44.75,13.7
-87.75,44.75,13.8
-87.25,44.75,14
-86.25,44.75,13.5
-85.75,44.75,13.5
-85.25,44.75,13.5
-84.75,44.75,13.6
-84.25,44.75,13.5
-83.75,44.75,13.3
-83.25,44.75,13.1
-81.25,44.75,12.8
-80.75,44.75,12.8
-80.25,44.75,12.6
-79.75,44.75,12.4
-79.25,44.75,12.2
-78.75,44.75,12.2
-78.25,44.75,12.5
-77.75,44.75,13.7
-77.25,44.75,14
-76.75,44.75,14.1
-76.25,44.75,14.2
-75.75,44.75,14.3
-75.25,44.75,14.3
-74.75,44.75,14.4
-74.25,44.75,14.4
-73.75,44.75,14.5
-73.25,44.75,14.5
-72.75,44.75,14.4
-72.25,44.75,14.5
-71.75,44.75,14.5
-71.25,44.75,14.5
-70.75,44.75,14.5
-70.25,44.75,14.5
-69.75,44.75,14.5
-69.25,44.75,14.6
-68.75,44.75,14.6
-68.25,44.75,14.6
-67.75,44.75,14.5
-67.25,44.75,14.6
-123.75,45.25,9
-123.25,45.25,8.97
-122.75,45.25,8.95
-122.25,45.25,5.52
-121.75,45.25,8.14
-121.25,45.25,8.81
-120.75,45.25,4.48
-120.25,45.25,4.48
-119.75,45.25,4.1
-119.25,45.25,4.24
-118.75,45.25,4.32
-118.25,45.25,4.32
-117.75,45.25,4.34
-117.25,45.25,4.35
-116.75,45.25,4.01
-116.25,45.25,4.02
-115.75,45.25,3.76
-115.25,45.25,3.39
-114.75,45.25,2.74
-114.25,45.25,2.64
-113.75,45.25,2.71
-113.25,45.25,2.51
-112.75,45.25,2.41
-112.25,45.25,2.29
-111.75,45.25,2.44
-111.25,45.25,2.41
-110.75,45.25,2.83
-110.25,45.25,3.07
-109.75,45.25,3.12
-109.25,45.25,3.09
-108.75,45.25,3.75
-108.25,45.25,2.95
-107.75,45.25,3.05
-107.25,45.25,2.39
-106.75,45.25,2.23
-106.25,45.25,2.44
-105.75,45.25,2.49
-105.25,45.25,1.86
-104.75,45.25,2.07
-104.25,45.25,2.39
-103.75,45.25,2.5
-103.25,45.25,2.31
-102.75,45.25,2.36
-102.25,45.25,2.28
-101.75,45.25,2.44
-101.25,45.25,2.69
-100.75,45.25,2.88
-100.25,45.25,3.17
-99.75,45.25,3.41
-99.25,45.25,3.65
-98.75,45.25,7.67
-98.25,45.25,8.58
-97.75,45.25,7.45
-97.25,45.25,8.16
-96.75,45.25,10.1
-96.25,45.25,11.8
-95.75,45.25,12.6
-95.25,45.25,13
-94.75,45.25,13.1
-94.25,45.25,13.2
-93.75,45.25,13.1
-93.25,45.25,13.3
-92.75,45.25,13.1
-92.25,45.25,13.2
-91.75,45.25,13.2
-91.25,45.25,13
-90.75,45.25,13.1
-90.25,45.25,12.8
-89.75,45.25,13.5
-89.25,45.25,13.6
-88.75,45.25,13.8
-88.25,45.25,13.9
-87.75,45.25,13.9
-87.25,45.25,14
-85.75,45.25,13.4
-85.25,45.25,13.3
-84.75,45.25,13.7
-84.25,45.25,13.6
-83.75,45.25,13.4
-83.25,45.25,13.1
-81.75,45.25,12.8
-81.25,45.25,12.6
-80.25,45.25,12.4
-79.75,45.25,12.4
-79.25,45.25,12.2
-78.75,45.25,12.3
-78.25,45.25,12.3
-77.75,45.25,12.3
-77.25,45.25,12.3
-76.75,45.25,12.2
-76.25,45.25,13.4
-75.75,45.25,14
-75.25,45.25,14.1
-74.75,45.25,14
-74.25,45.25,14.1
-73.75,45.25,14.1
-73.25,45.25,14.1
-72.75,45.25,14.2
-72.25,45.25,14.1
-71.75,45.25,14.1
-71.25,45.25,14.1
-70.75,45.25,14.1
-70.25,45.25,14
-69.75,45.25,14
-69.25,45.25,14
-68.75,45.25,14
-68.25,45.25,14
-67.75,45.25,13.2
-67.25,45.25,5.16
-123.75,45.75,9
-123.25,45.75,8.99
-122.75,45.75,8.73
-122.25,45.75,8.18
-121.75,45.75,7.89
-121.25,45.75,9.05
-120.75,45.75,4.67
-120.25,45.75,4.44
-119.75,45.75,4.65
-119.25,45.75,4.41
-118.75,45.75,4.39
-118.25,45.75,4.37
-117.75,45.75,4.21
-117.25,45.75,3.88
-116.75,45.75,3.85
-116.25,45.75,3.55
-115.75,45.75,3.38
-115.25,45.75,3.07
-114.75,45.75,2.98
-114.25,45.75,2.88
-113.75,45.75,2.4
-113.25,45.75,2.31
-112.75,45.75,1.86
-112.25,45.75,1.88
-111.75,45.75,2.17
-111.25,45.75,2.16
-110.75,45.75,2.33
-110.25,45.75,2.59
-109.75,45.75,2.77
-109.25,45.75,3.1
-108.75,45.75,3.31
-108.25,45.75,4.27
-107.75,45.75,2.92
-107.25,45.75,2.56
-106.75,45.75,2.35
-106.25,45.75,2.55
-105.75,45.75,2.24
-105.25,45.75,1.88
-104.75,45.75,1.81
-104.25,45.75,1.83
-103.75,45.75,2.16
-103.25,45.75,2.13
-102.75,45.75,1.99
-102.25,45.75,2.67
-101.75,45.75,2.52
-101.25,45.75,2.29
-100.75,45.75,2.69
-100.25,45.75,2.99
-99.75,45.75,3.12
-99.25,45.75,3.21
-98.75,45.75,3.39
-98.25,45.75,3.46
-97.75,45.75,4.67
-97.25,45.75,8.34
-96.75,45.75,11.4
-96.25,45.75,12.5
-95.75,45.75,13.2
-95.25,45.75,13.2
-94.75,45.75,13.3
-94.25,45.75,13.5
-93.75,45.75,13.5
-93.25,45.75,13.6
-92.75,45.75,13.5
-92.25,45.75,13.5
-91.75,45.75,13.3
-91.25,45.75,13
-90.75,45.75,13.2
-90.25,45.75,13.2
-89.75,45.75,13.2
-89.25,45.75,13.1
-88.75,45.75,13.3
-88.25,45.75,13.5
-87.75,45.75,13.6
-87.25,45.75,13.5
-86.75,45.75,13.4
-86.25,45.75,13.2
-85.75,45.75,13
-85.25,45.75,13
-84.75,45.75,13.2
-84.25,45.75,13.2
-83.75,45.75,12.8
-83.25,45.75,12.6
-82.75,45.75,12.5
-82.25,45.75,12.4
-81.75,45.75,12.2
-81.25,45.75,12.3
-80.75,45.75,12
-80.25,45.75,11.9
-79.75,45.75,11.8
-79.25,45.75,11.7
-78.75,45.75,11.9
-78.25,45.75,12.1
-77.75,45.75,12.1
-77.25,45.75,12.1
-76.75,45.75,12.2
-76.25,45.75,12.2
-75.75,45.75,8.59
-75.25,45.75,7.62
-74.75,45.75,5.07
-74.25,45.75,6.68
-73.75,45.75,6.78
-73.25,45.75,6.85
-72.75,45.75,13.6
-72.25,45.75,13.8
-71.75,45.75,14.2
-71.25,45.75,14.2
-70.75,45.75,14.2
-70.25,45.75,14.2
-69.75,45.75,14.2
-69.25,45.75,13.2
-68.75,45.75,4.63
-68.25,45.75,2.48
-67.75,45.75,3.08
-67.25,45.75,3.1
-123.75,46.25,8.74
-123.25,46.25,8.28
-122.75,46.25,5.35
-122.25,46.25,5.35
-121.75,46.25,5.18
-121.25,46.25,4.05
-120.75,46.25,4.33
-120.25,46.25,7.89
-119.75,46.25,7.6
-119.25,46.25,7.48
-118.75,46.25,4.04
-118.25,46.25,3.82
-117.75,46.25,3.84
-117.25,46.25,3.85
-116.75,46.25,3.6
-116.25,46.25,3.61
-115.75,46.25,3.3
-115.25,46.25,3.21
-114.75,46.25,3.23
-114.25,46.25,3.41
-113.75,46.25,3.07
-113.25,46.25,2.67
-112.75,46.25,2.45
-112.25,46.25,2.25
-111.75,46.25,2.23
-111.25,46.25,2.18
-110.75,46.25,2.31
-110.25,46.25,2.52
-109.75,46.25,2.62
-109.25,46.25,3.26
-108.75,46.25,3.54
-108.25,46.25,5.65
-107.75,46.25,3.51
-107.25,46.25,3.03
-106.75,46.25,2.93
-106.25,46.25,2.88
-105.75,46.25,2.43
-105.25,46.25,2.29
-104.75,46.25,2.36
-104.25,46.25,2.47
-103.75,46.25,2.31
-103.25,46.25,1.75
-102.75,46.25,1.81
-102.25,46.25,2.94
-101.75,46.25,2.93
-101.25,46.25,2.39
-100.75,46.25,2.19
-100.25,46.25,2.87
-99.75,46.25,2.95
-99.25,46.25,3.1
-98.75,46.25,3.1
-98.25,46.25,3.24
-97.75,46.25,4.78
-97.25,46.25,8.88
-96.75,46.25,11.8
-96.25,46.25,12.1
-95.75,46.25,12.4
-95.25,46.25,12.8
-94.75,46.25,12.8
-94.25,46.25,13
-93.75,46.25,13.1
-93.25,46.25,13
-92.75,46.25,13
-92.25,46.25,12.8
-91.75,46.25,12.7
-91.25,46.25,12.6
-90.75,46.25,12.6
-90.25,46.25,12.6
-89.75,46.25,13.3
-89.25,46.25,13.3
-88.75,46.25,13.3
-88.25,46.25,13.6
-87.75,46.25,13.7
-87.25,46.25,13.7
-86.75,46.25,13.3
-86.25,46.25,13.2
-85.75,46.25,13.2
-85.25,46.25,13.2
-84.75,46.25,13.3
-84.25,46.25,13.3
-83.75,46.25,12.9
-83.25,46.25,12.5
-82.75,46.25,12.3
-82.25,46.25,12.2
-81.75,46.25,12.1
-81.25,46.25,12.1
-80.75,46.25,11.9
-80.25,46.25,11.7
-79.75,46.25,11.9
-79.25,46.25,11.8
-78.75,46.25,11.9
-78.25,46.25,11.9
-77.75,46.25,11.9
-77.25,46.25,11.9
-76.75,46.25,11.9
-76.25,46.25,7.86
-75.75,46.25,3.12
-75.25,46.25,4.46
-74.75,46.25,3.8
-74.25,46.25,7.05
-73.75,46.25,4.53
-73.25,46.25,9.75
-72.75,46.25,9.99
-72.25,46.25,11.3
-71.75,46.25,11.4
-71.25,46.25,11.5
-70.75,46.25,11.5
-70.25,46.25,3.82
-69.75,46.25,2.35
-69.25,46.25,2.36
-68.75,46.25,2.62
-68.25,46.25,2.63
-67.75,46.25,3.2
-67.25,46.25,3.21
-123.75,46.75,8.96
-123.25,46.75,8.69
-122.75,46.75,5.38
-122.25,46.75,4.45
-121.75,46.75,3.77
-121.25,46.75,4.59
-120.75,46.75,4.34
-120.25,46.75,4.17
-119.75,46.75,7.68
-119.25,46.75,7.62
-118.75,46.75,3.77
-118.25,46.75,3.75
-117.75,46.75,3.64
-117.25,46.75,3.57
-116.75,46.75,3.56
-116.25,46.75,3.42
-115.75,46.75,3.32
-115.25,46.75,3.58
-114.75,46.75,3.68
-114.25,46.75,3.77
-113.75,46.75,3.13
-113.25,46.75,2.35
-112.75,46.75,1.87
-112.25,46.75,1.8
-111.75,46.75,2.13
-111.25,46.75,2.16
-110.75,46.75,2.27
-110.25,46.75,2.26
-109.75,46.75,2.55
-109.25,46.75,3.06
-108.75,46.75,7.74
-108.25,46.75,11.4
-107.75,46.75,6.37
-107.25,46.75,3.44
-106.75,46.75,2.86
-106.25,46.75,2.75
-105.75,46.75,2.65
-105.25,46.75,2.38
-104.75,46.75,2.36
-104.25,46.75,2.41
-103.75,46.75,2.35
-103.25,46.75,2.29
-102.75,46.75,2.68
-102.25,46.75,2.8
-101.75,46.75,2.67
-101.25,46.75,2.38
-100.75,46.75,2.21
-100.25,46.75,2.43
-99.75,46.75,2.75
-99.25,46.75,2.93
-98.75,46.75,3.02
-98.25,46.75,2.95
-97.75,46.75,5.36
-97.25,46.75,9.94
-96.75,46.75,11.6
-96.25,46.75,12.2
-95.75,46.75,12.4
-95.25,46.75,12.8
-94.75,46.75,13
-94.25,46.75,13.4
-93.75,46.75,13.4
-93.25,46.75,13.2
-92.75,46.75,13.4
-92.25,46.75,13.3
-91.75,46.75,12.9
-91.25,46.75,12.9
-90.75,46.75,13
-90.25,46.75,13.1
-89.75,46.75,13
-89.25,46.75,13
-88.75,46.75,13
-88.25,46.75,13.1
-87.75,46.75,13.4
-87.25,46.75,13.4
-86.25,46.75,12.9
-85.75,46.75,12.9
-85.25,46.75,12.9
-84.75,46.75,13
-84.25,46.75,12.7
-83.75,46.75,12
-83.25,46.75,11.9
-82.75,46.75,11.8
-82.25,46.75,11.7
-81.75,46.75,11.5
-81.25,46.75,11.4
-80.75,46.75,11.4
-80.25,46.75,11.5
-79.75,46.75,11.6
-79.25,46.75,11.4
-78.75,46.75,11.4
-78.25,46.75,11.4
-77.75,46.75,11.5
-77.25,46.75,11.5
-76.75,46.75,10.2
-76.25,46.75,6.77
-75.75,46.75,2.67
-75.25,46.75,6.61
-74.75,46.75,6.57
-74.25,46.75,6.58
-73.75,46.75,6.61
-73.25,46.75,6.62
-72.75,46.75,6.68
-72.25,46.75,4.57
-71.75,46.75,3.91
-71.25,46.75,3.45
-70.75,46.75,3.45
-70.25,46.75,2.73
-69.75,46.75,2.7
-69.25,46.75,2.27
-68.75,46.75,2.96
-68.25,46.75,2.48
-67.75,46.75,2.99
-67.25,46.75,3
-123.75,47.25,7.9
-123.25,47.25,5.51
-122.75,47.25,4.31
-122.25,47.25,4.15
-121.75,47.25,4.16
-121.25,47.25,3.85
-120.75,47.25,3.86
-120.25,47.25,3.86
-119.75,47.25,7.19
-119.25,47.25,3.82
-118.75,47.25,3.6
-118.25,47.25,3.63
-117.75,47.25,3.67
-117.25,47.25,3.7
-116.75,47.25,3.62
-116.25,47.25,3.72
-115.75,47.25,3.76
-115.25,47.25,3.82
-114.75,47.25,3.85
-114.25,47.25,3.77
-113.75,47.25,3.31
-113.25,47.25,2.7
-112.75,47.25,1.84
-112.25,47.25,1.74
-111.75,47.25,1.75
-111.25,47.25,2.21
-110.75,47.25,2.25
-110.25,47.25,2.23
-109.75,47.25,2.28
-109.25,47.25,2.59
-108.75,47.25,3.52
-108.25,47.25,8.65
-107.75,47.25,9.23
-107.25,47.25,5.77
-106.75,47.25,3.43
-106.25,47.25,3.04
-105.75,47.25,2.57
-105.25,47.25,2.45
-104.75,47.25,2.66
-104.25,47.25,2.6
-103.75,47.25,2.69
-103.25,47.25,2.57
-102.75,47.25,2.94
-102.25,47.25,2.96
-101.75,47.25,2.94
-101.25,47.25,2.45
-100.75,47.25,2.41
-100.25,47.25,2.1
-99.75,47.25,2.24
-99.25,47.25,2.58
-98.75,47.25,2.91
-98.25,47.25,2.97
-97.75,47.25,4.37
-97.25,47.25,7.02
-96.75,47.25,9.1
-96.25,47.25,11.7
-95.75,47.25,12
-95.25,47.25,12.2
-94.75,47.25,12.5
-94.25,47.25,12.5
-93.75,47.25,13
-93.25,47.25,12.9
-92.75,47.25,12.7
-92.25,47.25,12.7
-91.75,47.25,12.5
-91.25,47.25,12.5
-88.75,47.25,13.1
-88.25,47.25,13.1
-87.75,47.25,13.4
-84.75,47.25,12.9
-84.25,47.25,11.6
-83.75,47.25,11.7
-83.25,47.25,11.7
-82.75,47.25,11.6
-82.25,47.25,11.6
-81.75,47.25,11.4
-81.25,47.25,11.5
-80.75,47.25,11.4
-80.25,47.25,11.3
-79.75,47.25,11.3
-79.25,47.25,11.3
-78.75,47.25,11.3
-78.25,47.25,11.3
-77.75,47.25,11.3
-77.25,47.25,10.2
-76.75,47.25,7.17
-76.25,47.25,7.07
-75.75,47.25,7.02
-75.25,47.25,6.99
-74.75,47.25,6.99
-74.25,47.25,7
-73.75,47.25,7.03
-73.25,47.25,7.07
-72.75,47.25,3.93
-72.25,47.25,4.23
-71.75,47.25,4.14
-71.25,47.25,3.75
-70.75,47.25,3.27
-70.25,47.25,2.88
-69.75,47.25,2.85
-69.25,47.25,2.38
-68.75,47.25,3.13
-68.25,47.25,3.14
-67.75,47.25,3.15
-67.25,47.25,3.07
-123.75,47.75,8.79
-123.25,47.75,5.07
-122.75,47.75,4.52
-122.25,47.75,4.11
-121.75,47.75,4.08
-121.25,47.75,4.05
-120.75,47.75,3.91
-120.25,47.75,3.89
-119.75,47.75,3.88
-119.25,47.75,3.62
-118.75,47.75,3.62
-118.25,47.75,3.63
-117.75,47.75,3.63
-117.25,47.75,3.55
-116.75,47.75,3.43
-116.25,47.75,3.44
-115.75,47.75,3.46
-115.25,47.75,3.48
-114.75,47.75,3.44
-114.25,47.75,2.94
-113.75,47.75,2.74
-113.25,47.75,2.51
-112.75,47.75,2.24
-112.25,47.75,1.88
-111.75,47.75,2.16
-111.25,47.75,1.92
-110.75,47.75,2.2
-110.25,47.75,2.22
-109.75,47.75,2.26
-109.25,47.75,2.3
-108.75,47.75,2.49
-108.25,47.75,7.34
-107.75,47.75,9.74
-107.25,47.75,7.73
-106.75,47.75,3.25
-106.25,47.75,3.12
-105.75,47.75,3.09
-105.25,47.75,2.7
-104.75,47.75,2.73
-104.25,47.75,2.55
-103.75,47.75,2.48
-103.25,47.75,2.43
-102.75,47.75,2.74
-102.25,47.75,2.75
-101.75,47.75,2.67
-101.25,47.75,2.35
-100.75,47.75,2.24
-100.25,47.75,1.79
-99.75,47.75,1.76
-99.25,47.75,2.41
-98.75,47.75,2.81
-98.25,47.75,4.6
-97.75,47.75,6.11
-97.25,47.75,5.49
-96.75,47.75,6.26
-96.25,47.75,7.17
-95.75,47.75,11.6
-95.25,47.75,12.6
-94.75,47.75,12.6
-94.25,47.75,12.7
-93.75,47.75,13.1
-93.25,47.75,13.2
-92.75,47.75,13.1
-92.25,47.75,12.7
-91.75,47.75,12.7
-91.25,47.75,12.7
-90.75,47.75,12.9
-90.25,47.75,12.9
-89.75,47.75,12.9
-89.25,47.75,12.8
-85.75,47.75,12.6
-85.25,47.75,12.5
-84.75,47.75,11.3
-84.25,47.75,11.3
-83.75,47.75,11.3
-83.25,47.75,11.3
-82.75,47.75,11.2
-82.25,47.75,11.2
-81.75,47.75,11.1
-81.25,47.75,10.9
-80.75,47.75,10.8
-80.25,47.75,10.9
-79.75,47.75,10.9
-79.25,47.75,10.9
-78.75,47.75,10.9
-78.25,47.75,10.9
-77.75,47.75,9.81
-77.25,47.75,6.58
-76.75,47.75,6.44
-76.25,47.75,6.35
-75.75,47.75,6.31
-75.25,47.75,6.31
-74.75,47.75,6.38
-74.25,47.75,6.42
-73.75,47.75,6.46
-73.25,47.75,3.4
-72.75,47.75,3.48
-72.25,47.75,3.85
-71.75,47.75,3.76
-71.25,47.75,3.29
-70.75,47.75,1.39
-70.25,47.75,2.58
-69.75,47.75,2.59
-69.25,47.75,2.82
-68.75,47.75,2.84
-68.25,47.75,2.86
-67.75,47.75,2.88
-67.25,47.75,3.01
